lesson_key,course_number,section_order,lesson_number,lesson_name,standardised_question,transcript_word_count
014-122,014,5,122,Using the Socratic Method (for Empathic Confrontation),How do you challenge somebody without them feeling attacked?,1634
014-123,014,5,123,The Socratic Method for Empathic Confrontation (Demo Pt 1),How does irrational thinking actually get changed?,3262
014-124,014,5,124,The Socratic Method for Empathic Confrontation (Demo Pt 2),What happens once a client hears their own belief out loud?,2443
014-125,014,5,125,The Socratic Method (Demonstration Deconstruction),Is the slower method worth the extra time?,2403
014-126,014,5,126,Revisiting the Larry Crabb 'Inside-Out' Model,Why does counselling work from the inside out?,1268
014-127,014,5,127,The Larry Crabb Model in Action (Demonstration: Part 1),What does the inside-out model look like applied?,2315
014-128,014,5,128,The Larry Crabb Model in Action (Demonstration: Part 2),How does the model handle what surfaces mid-session?,1861
014-129,014,5,129,The Larry Crabb Model in Action (Demonstration: Part 3),How does an inside-out session actually close?,1866
014-130,014,5,130,The Larry Crabb Model (Demonstration Deconstruction),What did that session actually achieve?,2147
014-131,014,5,131,The Five Fundamental Levels of Listening,How deeply are you actually listening?,3061
014-132,014,5,132,Listening For: The Difference that Makes a Difference (Part 1),What should a counsellor be listening for?,2093
014-133,014,5,133,Listening For: The Difference that Makes a Difference (Part 2),How do you listen for six things at once?,2042
014-134,014,5,134,The Art of Listening (An Honest Self-Reflection Exercise),What does being a good listener actually get you?,891
014-135,014,5,135,The 'Outcomes Focussed' (and Goal Setting) Phase,Why is goal setting part of counselling at all?,3608
014-136,014,5,136,Phase 3: The Goal Setting Phase (Demonstration Part 1),How does a theory become an actual conversation?,2714
014-137,014,5,137,Phase 3: The Goal Setting Phase (Demonstration Part 2),What does a goal look like by the end of the session?,2358
014-138,014,5,138,Future Planning Questions (A Self-Reflection Exercise),How do you turn an intention into a result?,1431
014-139,014,5,139,Six Prompts for Picking an Accountability Partner,Who holds a counsellor accountable?,1711
014-140,014,5,140,"Endings, Evaluations of Clients & End of Section Summary",How should a counselling relationship end?,3173
014-141,014,6,141,Demonstrations Section (The Laurie and Becka Sessions),What does the counselling process actually look like with a real client?,865
014-142,014,6,142,Introduction to the Demonstrations: Getting Started,What can you learn by watching somebody else's counselling session?,1786
014-143,014,6,143,The Becca Sessions (Phase 1 → Session 1 → Part 1),How does a first counselling session actually begin?,2289
014-144,014,6,144,The Becca Sessions (Phase 1 → Session 1 → Part 2),How does a client's account start to open up?,2467
014-145,014,6,145,The Becca Sessions (Phase 1 → Session 1 → Part 3),When does the real difficulty finally appear?,1881
014-146,014,6,146,The Becca Sessions (Phase 1 → Session 1 → Part 4),How do you close a first session well?,2079
014-147,014,6,147,The Becca Sessions (Phase 1 Demonstration Deconstruction),What did the client take from that first session?,1864
014-148,014,6,148,The Becca Sessions (Phase 2 → Session 2 → Part 1),What is different about a second session?,1476
014-149,014,6,149,The Becca Sessions (Phase 2 → Session 2 → Part 2),How does a client's perspective get widened?,1566
014-150,014,6,150,The Becca Sessions (Phase 2 → Session 2 → Part 3),What happens when a client resists?,1880
014-151,014,6,151,The Becca Sessions (Phase 2 → Session 2 → Part 4),What does a genuine shift look like from outside?,1800
014-152,014,6,152,Becca Sessions (Phase 2 Demonstration Deconstruction),What was the second session worth to the client?,1272
014-153,014,6,153,The Becca Sessions (Phase 3 → Session 3 → Part 1),How does a session turn towards action?,1963
014-154,014,6,154,The Becca Sessions (Phase 3 → Session 3 → Part 2),Whose goals end up on the list?,2253
014-155,014,6,155,The Becca Sessions (Phase 3 → Session 3 → Part 3),How does a goal become something a person can start?,1365
014-156,014,6,156,The Becca Sessions (Phase 3 → Session 3 → Part 4),How does a piece of counselling work end?,1518
014-157,014,6,157,Becca Sessions (Phase 3 Demonstration Deconstruction),What did three sessions produce?,1191
014-158,014,6,158,The Laurie Sessions (Phase 1 → Session 1 → Part 1),Does the same approach work with a different person?,2232
014-159,014,6,159,The Laurie Sessions (Phase 1 → Session 1 → Part 2),How do you follow somebody who tells a story differently?,1875
014-160,014,6,160,The Laurie Sessions (Phase 1 → Session 1 → Part 3),What does this client's difficulty turn out to be?,2386
014-161,014,6,161,The Laurie Sessions (Phase 1 → Session 1 → Part 4),How do you end a first session with somebody still talking?,1513
014-162,014,6,162,Laurie Sessions (Phase 1 Demonstration Deconstruction),What does a different client find valuable?,1467
014-163,014,6,163,The Laurie Sessions (Phase 2 → Session 2 → Part 1),What does the second session with this client open with?,2514
014-164,014,6,164,The Laurie Sessions (Phase 2 → Session 2 → Part 2),How is a perspective widened when the client is certain?,2010
014-165,014,6,165,The Laurie Sessions (Phase 2 → Session 2 → Part 3),What does the counsellor do when a session stalls?,2093
014-166,014,6,166,The Laurie Sessions (Phase 2 → Session 2 → Part 4),What has moved by the end of the second session?,1921
014-167,014,6,167,Laurie Sessions (Phase 2 Demonstration Deconstruction),What has two sessions built with this client?,982
014-168,014,6,168,The Laurie Sessions (Phase 3 → Session 3 → Part 1),How does this client move towards action?,2362
014-169,014,6,169,The Laurie Sessions (Phase 3 → Session 3 → Part 2),What does this client actually want to change?,2002
014-170,014,6,170,The Laurie Sessions (Phase 3 → Session 3 → Part 3),How do you keep a plan realistic?,3054
014-171,014,6,171,The Laurie Sessions (Phase 3 → Session 3 → Part 4),How does the second client's work conclude?,2085
014-172,014,6,172,Laurie Sessions (Phase 3 Demonstration Deconstruction),What does a client say at the very end?,1390
014-173,014,6,173,Demonstrations Section Summary and Wrap-up,What should you take away from six live sessions?,1962
014-174,014,7,174,The Principles of Professional Counselling Practice,What are you responsible for once you practise?,1714
014-175,014,7,175,Recommended Reads to Support Your Further Study,What is worth reading once the course finishes?,2148
014-176,014,7,176,Closing Thoughts and End-of-Course Summary,What are you actually equipped to do now?,1961
015-001,015,1,1,Getting Started: Course Introductions Video,What does this mindfulness course actually contain?,1980
015-002,015,1,2,The Basics of Mindfulness: What is it?,Is mindfulness just about being calm?,2367
015-003,015,1,3,How to Benefit the Most From This Training,What is the best way to approach learning something new?,1734
015-004,015,1,4,The 3 Dimensions of Mindfulness (and Self-Awareness),How many dimensions does mindfulness actually have?,4332
015-005,015,1,5,Mindfulness for Positive Intention (Motivational Awareness),What actually drives the people you are trying to help?,1627
015-006,015,1,6,The Three 'Culture Zones' in Which All People Live,Which zone are you actually living in?,2327
015-007,015,1,7,Exercise: The Art of Becoming Disciplined in Mindfulness,What does discipline actually give you?,1304
015-008,015,1,8,Shifting Focus: A Guide to Overcoming Distraction,Why is it so hard to stay focused now?,1172
015-009,015,1,9,Debunking the Common Myths About Mindfulness,What do people get wrong about mindfulness?,1413
015-010,015,1,10,Common Factors that Undermine Mindful Awareness (Part 1),Why can you not attend to somebody while thinking about yourself?,2287
015-011,015,1,11,Common Factors that Undermine Mindful Awareness (Part 2),How do you notice your own attention drifting?,2141
015-012,015,1,12,Contrastive Analysis: Conscious Awareness Vs. Autopilot,"Are you deciding, or are you running on autopilot?",1700
015-013,015,1,13,A Contrastive Analysis: Mindfulness Versus. Meditation,Is mindfulness the same thing as meditation?,1726
015-014,015,1,14,The Nine Fundamental Attitudes of Mindfulness,What attitudes does a mindful life actually rest on?,4048
015-015,015,1,15,A Contemplation of the Mind (Self-Awareness Exercise),Do you actually know how your own mind works?,1695
015-016,015,1,16,The History of Western Mindfulness (In Brief),Where did Western mindfulness come from?,2248
015-017,015,1,17,The Four States of Consciousness (and Awareness),How does a person's relationship with their own life change?,2525
015-018,015,1,18,Introducing the Four Noble Truths of Dukkha,What do the Four Noble Truths actually say about suffering?,3123
015-019,015,1,19,Guide to Understanding the Four Categories of Truth,How many kinds of truth are there?,2427
015-020,015,1,20,The Ten Accepted Truths (Presumptions) of Mindfulness,"Is truth objective, or is it just your opinion?",4077
015-021,015,1,21,End of Section One Check-In: Learning Evaluation,What have you actually taken from this section?,918
015-022,015,2,22,The Unexamined Life is Not Worth Living,Is a life worth living if it is never examined?,2602
015-023,015,2,23,Know Your Mind: The Mindful 'Wise' Mind Model,What sits between your reason and your feelings?,1619
015-024,015,2,24,The Layers of Self-Awareness and Art of Looking Within,Can you think about something too much?,1271
015-025,015,2,25,An Overview of the Human Experience (Part 1),What are the three parts of a human being?,1693
015-026,015,2,26,An Overview of the Human Experience (Part 2),What happens when one of the three is neglected?,2267
015-027,015,2,27,Ground Conditions of the Human Heart (Openness to Truth),How ready are you to hear something you disagree with?,2817
015-028,015,2,28,The 7 Stages of Mindful Evolution (and Enlightenment),What stages does a person pass through on the way to awakening?,3861
